"Zipcode","Fair health","Poor health","Harmful Guards","Helpful Guards","Sidewalk Damage","rootstone","rootgrate","rootother","trunkwire","trnklight","trnkother","brchlight","brchshoe","brchother"
11370,0.144304682040531,0.0548567435359888,0,0,0.304682040531097,0.639063591893781,0.994758909853249,0.947239692522711,0,0.996505939902166,0.938853948287911,0.872117400419287,0.999301187980433,0.977288609364081
11371,0.125,0,0,0,0.25,1,1,1,0,1,1,1,1,1
11372,0.154178230033919,0.0434782608695652,0,0,0.316990440949738,0.588960838729571,0.995066296638915,0.883132901634289,0,0.99568300955905,0.839962997224792,0.958371877890842,0.998149861239593,0.943262411347518
11373,0.170196860204336,0.0413655619237478,0,0,0.332170446050336,0.654124096685771,0.990530774981311,0.967854472962871,0,0.998006478943434,0.976825317717418,0.830301520059806,0.999252429603788,0.979068028906055
11374,0.156634519454606,0.0412371134020619,0,0,0.392750249418025,0.513136015962754,1,0.970069837046891,0,0.999334885267709,0.931160625207848,0.84137013634852,1,0.993681410043232
11375,0.153293622985284,0.0317098808689559,0,0,0.255255781359495,0.719516468114926,0.99562018220042,0.973896285914506,0,0.999299229152067,0.963209530483532,0.898388227049755,0.999649614576034,0.968114926419061
11377,0.139490445859873,0.0445859872611465,0,0,0.314331210191083,0.648089171974522,0.997770700636943,0.964012738853503,0,0.998089171974522,0.946496815286624,0.890127388535032,1,0.955095541401274
11378,0.223792697290931,0.0282685512367491,0,0,0.282685512367491,0.641931684334511,1,0.979976442873969,0,0.992932862190813,0.982332155477032,0.785630153121319,1,0.989399293286219
11379,0.118834080717489,0.0254110612855007,0,0,0.26457399103139,0.736173393124066,0.999252615844544,0.991031390134529,0,1,0.988789237668161,0.911061285500747,1,0.982810164424514
11385,0.20840160881871,0.0783554297631461,0,0,0.367049009384776,0.588410546700432,0.99895724713243,0.936094145687472,0,0.998361388350961,0.923879040667362,0.683598987040071,0.997467600178758,0.947117533144645
11411,0.287878787878788,0.0795454545454545,0,0,0.242424242424242,0.761363636363636,1,0.992424242424242,0,1,0.96969696969697,0.859848484848485,1,0.996212121212121
11412,0.136186770428016,0.0233463035019455,0,0,0.400778210116732,0.793774319066148,1,0.957198443579767,0,1,0.98443579766537,0.696498054474708,1,0.976653696498054
11413,0.166079516859587,0.0498238550578762,0,0,0.160543532964268,0.938600905888274,0.999496728736789,0.977352793155511,0,1,0.966784096628083,0.844992450931052,1,0.988928032209361
11414,0.176493710691824,0.0495283018867925,0,0,0.125393081761006,0.933569182389937,1,0.976808176100629,0,0.998034591194969,0.97877358490566,0.974449685534591,0.999606918238994,0.986635220125786
11415,0.193972179289026,0.0564142194744977,0,0,0.389489953632148,0.695517774343122,0.997681607418856,0.948995363214838,0,1,0.939721792890263,0.899536321483771,0.999227202472952,0.938948995363215
11416,0.306878306878307,0.0476190476190476,0,0,0.275132275132275,0.645502645502645,1,0.994708994708995,0,1,0.883597883597884,0.756613756613757,1,0.984126984126984
11417,0.154639175257732,0.0309278350515464,0,0,0.329896907216495,0.639175257731959,1,0.95360824742268,0,1,0.979381443298969,0.65979381443299,1,0.969072164948454
11418,0.134994807892004,0.0342679127725857,0,0,0.363447559709242,0.800623052959502,1,0.921079958463136,0,1,0.890965732087227,0.697819314641745,0.997923156801661,0.932502596053998
11419,0.269614835948645,0.0984308131241084,0,0,0.346647646219686,0.714693295292439,0.994293865905849,0.965763195435093,0,1,0.975748930099857,0.75320970042796,1,0.975748930099857
11420,0.161290322580645,0.0279569892473118,0,0,0.294623655913978,0.634408602150538,1,0.952688172043011,0,0.995698924731183,0.989247311827957,0.705376344086021,1,0.993548387096774
11421,0.255474452554745,0.0608272506082725,0,0,0.430656934306569,0.644768856447689,1,0.897810218978102,0,0.995133819951338,0.936739659367397,0.712895377128954,0.997566909975669,0.912408759124088
11422,0.113347921225383,0.038074398249453,0,0,0.188183807439825,0.933916849015317,1,0.961925601750547,0,1,0.953172866520788,0.791684901531729,0.999562363238512,0.989059080962801
11423,0.144,0.056,0,0,0.232,0.736,1,1,0,1,0.984,0.872,1,0.976
11426,0.211300309597523,0.0371517027863777,0,0,0.281733746130031,0.691176470588235,1,0.974458204334365,0,1,0.991486068111455,0.881578947368421,0.99922600619195,0.988390092879257
11427,0.251123090745732,0.0485175202156334,0,0,0.27088948787062,0.694070080862534,1,0.977987421383648,0,0.999550763701707,0.985175202156334,0.84052111410602,1,0.994159928122192
11428,0.230352303523035,0.0623306233062331,0,0,0.244444444444444,0.795663956639566,1,0.991327913279133,0,1,0.992953929539295,0.890514905149052,1,0.995121951219512
11429,0.137019230769231,0.0673076923076923,0,0,0.204326923076923,0.875,1,0.995192307692308,0,0.975961538461538,0.975961538461538,0.838942307692308,0.997596153846154,0.990384615384615
11430,0,0,0,0,0,1,1,1,0,1,1,1,1,1
11432,0.141263940520446,0.0282527881040892,0,0,0.226765799256506,0.761338289962825,1,0.970260223048327,0,1,0.924907063197026,0.754646840148699,1,0.94275092936803
11433,0.175126903553299,0.0279187817258883,0,0,0.302030456852792,0.799492385786802,1,0.99238578680203,0,0.99492385786802,0.931472081218274,0.822335025380711,1,0.977157360406091
11434,0.202634245187437,0.0476190476190476,0,0,0.16919959473151,0.890577507598784,1,0.982776089159068,0,1,0.955420466058764,0.88855116514691,1,0.977710233029382
11435,0.144607843137255,0.0441176470588235,0,0,0.330882352941176,0.718137254901961,1,0.963235294117647,0,1,0.987745098039216,0.848039215686274,1,0.997549019607843
11436,0.112956810631229,0.0199335548172757,0,0,0.315614617940199,0.800664451827243,1,0.913621262458472,0,1,0.991694352159468,0.92358803986711,1,0.990033222591362
11559,0.277777777777778,0.166666666666667,0,0,0.333333333333333,0.888888888888889,1,0.833333333333333,0,1,0.888888888888889,0.916666666666667,1,0.916666666666667
11691,0.219683655536028,0.059402460456942,0,0,0.172231985940246,0.868014059753954,0.999648506151142,0.962917398945518,0,0.999824253075571,0.97469244288225,0.912478031634446,0.999297012302285,0.974868189806678
11692,0.266773162939297,0.113418530351438,0,0,0.134185303514377,0.950479233226837,1,0.963791267305644,0,0.999467518636848,0.954206602768903,0.875931842385516,1,0.919595314164004
11693,0.266813671444322,0.18412348401323,0,0,0.0628445424476295,0.959206174200662,0.998897464167585,0.979051819184123,0,0.996692392502756,0.96361631753032,0.878721058434399,1,0.948180815876516
11694,0.23738429381905,0.107793371155569,0,0,0.118841445207525,0.939683487608241,0.999701403404001,0.917885936100328,0,0.997909823828008,0.923559271424306,0.949537175276202,1,0.932815765900269
11697,0.266666666666667,0.533333333333333,0,0,0,1,1,1,0,1,1,1,1,1
